"","well_id","Alkalinity","As","B","Bicarbonate","Ca","Carbonate","Fe","pH","Si","SO4-","SpecificConductance","U"
"1930",8375,NA,NA,NA,520,81,0,NA,NA,NA,NA,2060,NA
"1931",8376,NA,NA,NA,680,NA,0,NA,NA,NA,NA,2530,NA
"1932",8377,NA,NA,NA,270,1,45,0,9.1,NA,NA,770,0.4
"1933",8378,NA,NA,NA,325,3.2,20.5,95,8.6,NA,NA,816,NA
"1934",8379,NA,NA,NA,520,10,0,NA,NA,NA,NA,1120,NA
"1935",8380,NA,NA,70,290,1,53,70,9.3,NA,NA,930,NA
"1936",8381,NA,3,230,NA,35,NA,NA,8.1,NA,NA,2700,NA
"1937",8382,NA,NA,NA,336,2,47,10,9.1,NA,NA,1200,NA
"1938",8383,NA,NA,NA,230,21,8,NA,8.4,NA,NA,1060,NA
"1939",8384,NA,NA,460,NA,3.6,NA,350,10.2,NA,NA,1150,NA
"1940",8385,NA,NA,NA,239,45,0,10,8.2,NA,NA,1540,NA
"1941",8388,NA,NA,NA,49,680,0,NA,NA,NA,NA,NA,NA
"1942",8389,NA,NA,NA,350,4,0,NA,NA,NA,NA,NA,NA
